"subject","Acc_avg","RT_avg","cong_Acc_avg","incong_Acc_avg","corr_cong_RT_avg","corr_incong_RT_avg","err_cong_RT_avg","err_incong_RT_avg","num_corr_cong_trials","num_corr_incong_trials","num_err_cong_trials","num_err_incong_trials","PE_Acc_avg","PC_Acc_avg","PE_RT_avg","PC_RT_avg","PE_corr_RT_avg","PC_corr_RT_avg","num_PE_trials","num_PC_trials"
5434,0.841750841750842,985.895622895623,0.941520467836257,0.706349206349206,918.04347826087,NA,994.2,NA,161,89,10,37,0.75,0.932432432432432,NA,972.864864864865,1074.5,957.63768115942,32,74
5436,0.900311526479751,745.532710280374,0.892405063291139,0.907975460122699,755.390070921986,756.52027027027,719.235294117647,574.266666666667,141,148,17,15,NA,0.912408759124088,NA,742.408759124088,NA,758.048,12,137
5437,0.678456591639871,601.32154340836,0.764331210191083,0.590909090909091,627.691666666667,656.164835164835,506.783783783784,527.396825396825,120,91,37,63,0.673076923076923,0.67948717948718,577.615384615385,594.115384615385,637.828571428571,613.264150943396,52,78
5441,0.747851002865329,403.991404011461,0.909090909090909,0.583815028901734,392.1,494.514851485149,278.6875,331.277777777778,160,101,16,72,0.735294117647059,0.816326530612245,465.397058823529,387.408163265306,525.26,398.6875,68,98
5442,0.801169590643275,473.426900584795,0.894736842105263,0.707602339181287,473.091503267974,529.900826446281,353.166666666667,381.08,153,121,18,50,0.80952380952381,0.818965517241379,518.952380952381,473.301724137931,561.911764705882,495.294736842105,42,116
5446,0.887931034482759,487.962643678161,0.925714285714286,0.84971098265896,495.561728395062,504.897959183673,352.384615384615,412.653846153846,162,147,13,26,0.92,0.879432624113475,610.16,466.432624113475,632.173913043478,477.185483870968,25,141
5448,0.957386363636364,441.329545454545,0.971590909090909,0.943181818181818,425.959064327485,466.909638554217,320.8,339.8,171,166,5,10,NA,0.950617283950617,NA,436.024691358025,NA,442.616883116883,10,162
5449,0.931232091690544,520.759312320917,0.982758620689655,0.88,498.654970760234,566.87012987013,271.666666666667,398.190476190476,171,154,3,21,0.904761904761905,0.945205479452055,593.666666666667,515.184931506849,592,524.833333333333,21,146
5458,0.794223826714801,814.563176895307,0.918918918918919,0.651162790697674,794.632352941176,914.119047619048,630.75,737.977777777778,136,84,12,45,0.84375,0.808219178082192,819.25,877.561643835616,862.407407407407,883.406779661017,32,73
5463,0.863905325443787,607.038461538462,0.865497076023392,0.862275449101796,587.027027027027,667.118055555556,488.869565217391,477.826086956522,148,144,23,23,0.5,0.89051094890511,620.65,602.941605839416,778.8,612.073770491803,20,137
5470,0.94269340974212,414.36676217765,0.982954545454545,0.901734104046243,398.791907514451,445.301282051282,295,310.058823529412,173,156,3,17,NA,0.932885906040268,NA,409.96644295302,NA,418.05035971223,16,149
5472,0.81055900621118,485.23602484472,0.949044585987261,0.678787878787879,465.442953020134,573.410714285714,370.375,371.88679245283,149,112,8,53,0.894736842105263,0.857142857142857,649.842105263158,478.255102040816,674.735294117647,501.452380952381,38,98
5480,0.965217391304348,591.597101449275,0.988439306358382,0.941860465116279,570.263157894737,629.567901234568,428,374,171,162,2,10,NA,0.993421052631579,NA,579.421052631579,NA,580.675496688742,10,152
5484,0.925925925925926,606.91452991453,0.960227272727273,0.891428571428571,575.621301775148,650.557692307692,553,546.789473684211,169,156,7,19,NA,0.954248366013072,NA,593.483660130719,NA,598.431506849315,17,153
5493,0.939828080229226,517.550143266476,0.925714285714286,0.954022988505747,509.524691358025,535.030120481928,464,404.375,162,166,13,8,NA,0.949367088607595,NA,502.443037974684,NA,508.053333333333,8,158
5494,0.825214899713467,476.575931232092,0.82183908045977,0.828571428571429,468.825174825175,516.358620689655,436.935483870968,362.2,143,145,31,30,0.740740740740741,0.835714285714286,468.555555555556,471.15,530.65,486.923076923077,27,140
5496,0.84149855907781,442.077809798271,0.936416184971098,0.747126436781609,429.777777777778,473.807692307692,410.636363636364,401.477272727273,162,130,11,44,0.846153846153846,0.8203125,540.025641025641,442.0390625,551.151515151515,450.2,39,128
5501,0.785932721712538,535.446483180428,0.926829268292683,0.644171779141104,504,642.552380952381,374.583333333333,457.241379310345,152,105,12,58,0.791666666666667,0.868686868686869,549.8125,554.959595959596,591.842105263158,565.058139534884,48,99
5504,0.875739644970414,667.843195266272,0.906432748538012,0.844311377245509,669.412903225806,704.418439716312,552.375,531.192307692308,155,141,16,26,0.708333333333333,0.893129770992366,761.5,641.549618320611,813.117647058824,649.470085470085,24,131
5512,0.882521489971347,449.458452722063,0.919540229885057,0.845714285714286,446.4875,482.371621621622,365.357142857143,330.259259259259,160,148,14,27,0.833333333333333,0.862068965517241,421.708333333333,440.165517241379,450.45,453.672,24,145
5514,0.876470588235294,598.358823529412,0.93491124260355,0.818713450292398,589.075949367089,657.592857142857,354.818181818182,464.58064516129,158,140,11,31,1,0.863636363636364,882.923076923077,573.19696969697,882.923076923077,594.122807017544,26,132
5519,0.75975975975976,540.921921921922,0.87719298245614,0.635802469135803,533.673333333333,633.543689320388,341.047619047619,468.796610169492,150,103,21,59,0.595744680851064,0.806451612903226,530.212765957447,582.688172043011,623.321428571429,617.026666666667,47,93
5220,0.783861671469741,588.913544668588,0.784883720930233,0.782857142857143,577.318518518519,608.824817518248,565.756756756757,580.868421052632,135,137,37,38,0.685714285714286,0.813432835820896,654.828571428571,591.634328358209,669.666666666667,588.94495412844,35,134
5310,0.824712643678161,509.709770114943,0.895348837209302,0.755681818181818,499.701298701299,541.714285714286,457.222222222222,468.53488372093,154,133,18,43,0.666666666666667,0.868217054263566,560.25641025641,497.023255813953,568.153846153846,500.267857142857,39,129
